Method,LOC,NP,v(G)
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionCommand.execute(BeanGroupEvictionContext<I>)",13,1,2
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionContext.getBatcher()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionContext.getEvictor()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.BeanGroupEvictionScheduler(String,Batcher<TransactionBatch>,Evictor<I>,CommandDispatcherFactory,PassivationConfiguration<?>)",6,5,1
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.cancel(I)",6,1,1
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.cancel(Locality)",12,1,3
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.close()",7,0,1
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.getBatcher()",4,0,1
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.getEvictor()",4,0,1
"org.wildfly.clustering.ejb.infinispan.BeanGroupEvictionScheduler.schedule(I)",17,1,3
"org.wildfly.clustering.ejb.infinispan.BeanGroupFactory.createGroup(I,BeanGroupEntry<I, T>)",n/a,2,n/a
"org.wildfly.clustering.ejb.infinispan.BeanGroupFactory.createKey(I)",n/a,1,n/a
"org.wildfly.clustering.ejb.infinispan.BeanGroupKey.getId()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.BeanKey.getId()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.BeanRemover.remove(K,RemoveListener<V>)",n/a,2,n/a
"org.wildfly.clustering.ejb.infinispan.CancelSchedulerCommand.CancelSchedulerCommand(Bean<I, ?>)",4,1,1
"org.wildfly.clustering.ejb.infinispan.CancelSchedulerCommand.execute(SchedulerContext<I>)",6,1,1
"org.wildfly.clustering.ejb.infinispan.ClientMappingExternalizer.getTargetClass()",4,0,1
"org.wildfly.clustering.ejb.infinispan.ClientMappingExternalizer.readObject(ObjectInput)",9,1,1
"org.wildfly.clustering.ejb.infinispan.ClientMappingExternalizer.writeObject(ObjectOutput,ClientMapping)",9,2,1
"org.wildfly.clustering.ejb.infinispan.ClientMappingsCacheBuilderProvider.ClientMappingsCacheBuilderProvider(Class<? extends CacheGroupBuilderProvider>)",3,1,1
"org.wildfly.clustering.ejb.infinispan.ClientMappingsCacheBuilderProvider.getBuilders(String,String)",16,2,4
"org.wildfly.clustering.ejb.infinispan.ClientMappingsCacheBuilderProvider.getBuilders(String,String,String)",4,3,1
"org.wildfly.clustering.ejb.infinispan.Configuration.getCache()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.Configuration.getFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.DistributedClientMappingsCacheBuilderProvider.DistributedClientMappingsCacheBuilderProvider()",3,0,1
"org.wildfly.clustering.ejb.infinispan.ExpirationConfiguration.getExecutor()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.ExpirationConfiguration.getRemoveListener()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.ExpirationConfiguration.getTimeout()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.ExpiredBeanRemover.ExpiredBeanRemover(BeanFactory<I, T>)",3,1,1
"org.wildfly.clustering.ejb.infinispan.ExpiredBeanRemover.remove(I,RemoveListener<T>)",12,2,4
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.InfinispanBeanManager(InfinispanBeanManagerConfiguration<T>,IdentifierFactory<I>,Configuration<BeanKey<I>, BeanEntry<I>, BeanFactory<I, T>>,Configuration<BeanGroupKey<I>, BeanGroupEntry<I, T>, BeanGroupFactory<I, T>>)",18,4,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.SchedulableBean(Bean<I, T>)",3,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.acquire()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.close()",7,0,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.getGroupId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.getId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.isExpired()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.isValid()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.release()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.SchedulableBean.remove(RemoveListener<T>)",4,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.activated(CacheEntryActivatedEvent<BeanKey<I>, BeanEntry<I>>)",15,1,4
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.cancel(Bean<I, T>)",7,1,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.containsBean(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.createBean(I,I,T)",8,3,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.dataRehashed(DataRehashedEvent<BeanKey<I>, BeanEntry<I>>)",14,1,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.executeOnPrimaryOwner(Bean<I, T>,Command<Void, SchedulerContext<I>>)",7,2,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.findBean(I)",12,1,3
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.getActiveCount()",6,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.getBatcher()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.getIdentifierFactory()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.getPassiveCount()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.getStrictAffinity()",5,0,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.getWeakAffinity(I)",11,1,3
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.isRemotable(Throwable)",4,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.locatePrimaryOwner(I)",5,1,3
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.passivated(CacheEntryPassivatedEvent<BeanKey<I>, BeanEntry<I>>)",15,1,4
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.schedule(Bean<I, T>)",7,1,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.schedule(Locality,Locality)",10,2,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.start()",4,0,4
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManager.stop()",9,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getAffinityFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getBeanName()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getCommandDispatcherFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getExpirationConfiguration()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getNodeFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getPassivationConfiguration()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerConfiguration.getRegistry()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactory.InfinispanBeanManagerFactory(InfinispanBeanManagerFactoryConfiguration)",3,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactory.SimpleConfiguration.SimpleConfiguration(Cache<K, V>,F)",4,2,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactory.SimpleConfiguration.getCache()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactory.SimpleConfiguration.getFactory()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactory.createBeanManager(IdentifierFactory<I>,PassivationListener<T>,RemoveListener<T>)",4,3,7
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.InfinispanBeanManagerFactoryBuilder(String,BeanContext,BeanManagerFactoryBuilderConfiguration)",5,3,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.build(ServiceTarget)",16,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getBeanContext()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getCache()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getCommandDispatcherFactory()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getExecutor()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getKeyAffinityServiceFactory()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getMarshallingConfigurationRepository()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getNodeFactory()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getPassivationConfiguration()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getRegistry()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getScheduler()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getServiceName()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilder.getValue()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilderFactory.InfinispanBeanManagerFactoryBuilderFactory(String,BeanManagerFactoryBuilderConfiguration)",4,2,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilderFactory.createThreadFactory()",4,0,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilderFactory.getBeanManagerFactoryBuilder(BeanContext)",4,1,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilderFactory.getCacheName(ServiceName)",6,1,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilderFactory.getDeploymentBuilders(ServiceName)",4,1,2
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryBuilderFactoryProvider.getBeanManagerFactoryBuilder(String,BeanManagerFactoryBuilderConfiguration)",4,2,1
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getBeanContext()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getCache()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getCommandDispatcherFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getExecutor()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getKeyAffinityServiceFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getMarshallingConfigurationRepository()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getNodeFactory()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getPassivationConfiguration()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getRegistry()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.InfinispanBeanManagerFactoryConfiguration.getScheduler()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.LocalClientMappingsCacheBuilderProvider.LocalClientMappingsCacheBuilderProvider()",3,0,1
"org.wildfly.clustering.ejb.infinispan.PassivationConfiguration.getConfiguration()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.PassivationConfiguration.getExecutor()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.PassivationConfiguration.getPassivationListener()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.PassivationConfiguration.isEvictionAllowed()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.PassivationConfiguration.isPersistent()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.ScheduleSchedulerCommand.ScheduleSchedulerCommand(Bean<I, ?>)",4,1,1
"org.wildfly.clustering.ejb.infinispan.ScheduleSchedulerCommand.execute(SchedulerContext<I>)",6,1,1
"org.wildfly.clustering.ejb.infinispan.Scheduler.cancel(I)",n/a,1,n/a
"org.wildfly.clustering.ejb.infinispan.Scheduler.cancel(Locality)",n/a,1,n/a
"org.wildfly.clustering.ejb.infinispan.Scheduler.close()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.Scheduler.schedule(I)",n/a,1,n/a
"org.wildfly.clustering.ejb.infinispan.SchedulerContext.close()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.SchedulerContext.getBeanGroupScheduler()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.SchedulerContext.getBeanScheduler()",n/a,0,n/a
"org.wildfly.clustering.ejb.infinispan.SessionIDExternalizer.SessionIDExternalizer(Class<? extends SessionID>,Externalizer<Integer>)",4,2,1
"org.wildfly.clustering.ejb.infinispan.SessionIDExternalizer.getTargetClass()",4,0,1
"org.wildfly.clustering.ejb.infinispan.SessionIDExternalizer.readObject(ObjectInput)",6,1,1
"org.wildfly.clustering.ejb.infinispan.SessionIDExternalizer.writeObject(ObjectOutput,SessionID)",6,2,1
"org.wildfly.clustering.ejb.infinispan.UnknownSessionIDExternalizer.UnknownSessionIDExternalizer()",3,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.InfinispanBean(I,BeanEntry<I>,BeanGroup<I, T>,Mutator,BeanRemover<I, T>,Time,PassivationListener<T>)",9,7,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.acquire()",5,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.close()",13,0,4
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.equals(Object)",7,1,2
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.getGroupId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.getId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.hashCode()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.isExpired()",7,0,4
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.isValid()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.release()",5,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.remove(RemoveListener<T>)",8,1,2
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.toString()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntry.InfinispanBeanEntry(String,I)",4,2,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntry.getBeanName()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntry.getGroupId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntry.getLastAccessedTime()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntry.setLastAccessedTime(Date)",4,1,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntryExternalizer.getTargetClass()",6,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntryExternalizer.readObject(ObjectInput)",9,1,2
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanEntryExternalizer.writeObject(ObjectOutput,InfinispanBeanEntry<SessionID>)",7,2,2
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.InfinispanBeanFactory(String,BeanGroupFactory<I, T>,Cache<BeanKey<I>, BeanEntry<I>>,boolean,Time,PassivationListener<T>)",8,6,2
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.createBean(I,BeanEntry<I>)",13,2,3
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.createKey(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.createValue(I,I)",4,2,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.findValue(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.remove(I,RemoveListener<T>)",16,2,4
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanFactory.tryValue(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKey.InfinispanBeanKey(I)",3,1,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKey.equals(Object)",7,1,2
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKey.getId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKey.hashCode()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKey.toString()",4,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKeyExternalizer.getTargetClass()",6,0,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKeyExternalizer.readObject(ObjectInput)",4,1,1
"org.wildfly.clustering.ejb.infinispan.bean.InfinispanBeanKeyExternalizer.writeObject(ObjectOutput,InfinispanBeanKey<SessionID>)",4,2,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.InfinispanBeanGroup(I,BeanGroupEntry<I, T>,MarshallingContext,Mutator,Remover<I>)",7,5,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.addBean(I,T)",5,2,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.beans()",7,0,2
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.close()",8,0,2
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.equals(Object)",7,1,2
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.getBean(I,PassivationListener<T>)",11,2,4
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.getBeans()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.getId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.hashCode()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.isCloseable()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.postActivate(I,PassivationListener<T>)",9,2,3
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.prePassivate(I,PassivationListener<T>)",9,2,3
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.releaseBean(I,PassivationListener<T>)",9,2,2
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.removeBean(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroup.toString()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntry.InfinispanBeanGroupEntry(MarshalledValue<Map<I, T>, MarshallingContext>)",3,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntry.decrementUsage(I)",5,1,2
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntry.getBeans()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntry.incrementUsage(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntry.totalUsage()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntryExternalizer.getTargetClass()",6,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntryExternalizer.readObject(ObjectInput)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupEntryExternalizer.writeObject(ObjectOutput,InfinispanBeanGroupEntry<I, T>)",5,2,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.InfinispanBeanGroupFactory(Cache<BeanGroupKey<I>, BeanGroupEntry<I, T>>,Cache<BeanKey<I>, BeanEntry<I>>,MarshalledValueFactory<MarshallingContext>,MarshallingContext,boolean)",7,5,3
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.createGroup(I,BeanGroupEntry<I, T>)",5,2,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.createKey(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.createValue(I,Void)",4,2,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.evict(I)",22,1,6
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.findValue(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.remove(I)",5,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupFactory.tryValue(I)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKey.InfinispanBeanGroupKey(I)",3,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKey.equals(Object)",7,1,2
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKey.getId()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKey.hashCode()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKey.toString()",4,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKeyExternalizer.getTargetClass()",6,0,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKeyExternalizer.readObject(ObjectInput)",4,1,1
"org.wildfly.clustering.ejb.infinispan.group.InfinispanBeanGroupKeyExternalizer.writeObject(ObjectOutput,InfinispanBeanGroupKey<SessionID>)",4,2,1
"org.wildfly.clustering.ejb.infinispan.logging.InfinispanEjbLogger.deserializationFailure(Throwable,Object)",n/a,2,n/a
"org.wildfly.clustering.ejb.infinispan.logging.InfinispanEjbLogger.failedToCancelBean(Throwable,Object)",n/a,2,n/a
"org.wildfly.clustering.ejb.infinispan.logging.InfinispanEjbLogger.failedToExpireBean(Throwable,Object)",n/a,2,n/a
"org.wildfly.clustering.ejb.infinispan.logging.InfinispanEjbLogger.failedToPassivateBean(Throwable,Object)",n/a,2,n/a
